,the,DT,O
,nonhypertension,NN,O
,group,NN,O
,167,CD,O
,subjects,NNS,O
,developed,VBD,O
,TN,NNP,OTC
,-EOS-,eos,O
Sentence: 4190,the,DT,O
,crude,JJ,O
,SPECIAL_TERM,NN,O
,for,IN,O
,the,DT,O
,hypertension,NN,O
,group,NN,O
,was,VBD,O
,1.52,VBN,O
,-LRB-,-LRB-,O
,SPECIAL_TERM,NNP,O
,-LRB-,-LRB-,O
,CI,NNP,O
,-RRB-,-RRB-,O
,1.20,CD,O
,to,TO,O
,1.92,CD,O
,p,VBP,O
,=,SYM,O
,0.0005,CD,O
,-RRB-,-RRB-,O
,while,IN,O
,after,IN,O
,adjustment,NN,O
,for,IN,O
,demographic,JJ,O
,characteristics,NNS,O
,and,CC,O
,medical,JJ,O
,comorbidities,NNS,O
,the,DT,O
,SPECIAL_TERM,NNP,O
,was,VBD,O
,1.51,CD,O
,-LRB-,-LRB-,O
,SPECIAL_TERM,NNP,O
,1.19,CD,O
,to,TO,O
,1.90,CD,O
,p,NN,O
,=,SYM,O
,0.0006,CD,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 4191,this,DT,O
,study,NN,O
,shows,VBZ,O
,a,DT,O
,significantly,RB,O
,increased,VBN,O
,risk,NN,O
,of,IN,O
,developing,VBG,O
,TN,NNP,OTC
,after,IN,O
,hypertension,NN,O
,-EOS-,eos,O
Sentence: 4192,further,JJ,O
,studies,NNS,O
,are,VBP,O
,needed,VBN,O
,to,TO,O
,elucidate,VB,O
,the,DT,O
,underlying,VBG,O
,mechanism,NN,O
,of,IN,O
,the,DT,O
,association,NN,O
,between,IN,O
,hypertension,NN,O
,and,CC,O
,TN,NN,OTC
,-EOS-,eos,O
Sentence #,Word,POS,Tag
Sentence: 4193,effect,NN,O
,of,IN,O
,isoniazid,JJ,O
,prophylaxis,NNS,O
,on,IN,O
,mortality,NN,O
,and,CC,O
,incidence,NN,O
,of,IN,O
,tuberculosis,NNP,O
,in,IN,O
,children,NNS,O
,with,IN,O
,HIV,NNP,O
,randomised,VBD,O
,controlled,VBN,O
,trial,NN,O
,-EOS-,eos,O
Sentence: 4194,school,none,O
,of,none,O
,Child,none,O
,and,none,O
,Adolescent,none,O
,Health,none,O
,Red,none,O
,Cross,none,O
,Children,none,O
,'s,none,O
,Hospital,none,O
,University,none,O
,of,none,O
,Cape,none,O
,Town,none,O
,South,none,O
,Africa,none,O
,-EOS-,eos,O
Sentence: 4195,to,TO,O
,investigate,VB,O
,the,DT,O
,impact,NN,O
,of,IN,O
,isoniazid,JJ,O
,prophylaxis,NNS,O
,on,IN,O
,mortality,NN,O
,and,CC,O
,incidence,NN,O
,of,IN,O
,tuberculosis,NNP,O
,in,IN,O
,children,NNS,O
,with,IN,O
,HIV,NNP,O
,-EOS-,eos,O
Sentence: 4196,2,CD,O
,center,NN,O
,prospective,JJ,O
,double,JJ,O
,blind,JJ,O
,placebo,NN,O
,controlled,VBD,O
,trial,NN,O
,-EOS-,eos,O
Sentence: 4197,children,NNP,O
,aged,VBN,O
,greater,JJR,O
,than,IN,O
,8,CD,O
,weeks,NNS,O
,with,IN,O
,HIV,NNP,O
,-EOS-,eos,O
Sentence: 4198,isoniazid,NNP,O
,or,CC,O
,placebo,NNP,O
,given,VBN,O
,with,IN,O
,co-trimoxazole,JJ,O
,either,DT,O
,daily,RB,O
,or,CC,O
,3,CD,O
,times,NNS,O
,a,DT,O
,week,NN,O
,-EOS-,eos,O
Sentence: 4199,2,CD,O
,tertiary,JJ,O
,healthcare,NN,O
,centres,VBZ,O
,in,IN,O
,South,NNP,O
,Africa,NNP,O
,-EOS-,eos,O
Sentence: 4200,mortality,NNP,O
,incidence,NN,O
,of,IN,O
,tuberculosis,NNP,O
,and,CC,O
,adverse,JJ,O
,events,NNS,O
,-EOS-,eos,O
Sentence: 4201,data,NNP,O
,on,IN,O
,263,CD,O
,children,NNS,O
,-LRB-,-LRB-,O
,median,JJ,O
,age,NN,O
,24.7,CD,O
,months,NNS,O
,-RRB-,-RRB-,O
,were,VBD,O
,available,JJ,O
,when,WRB,O
,the,DT,O
,data,NNS,O
,safety,NN,O
,monitoring,NN,O
,board,NN,O
,recommended,VBD,O
,discontinuing,VBG,O
,the,DT,O
,placebo,NN,O
,arm,NN,O
,132,CD,O
,-LRB-,-LRB-,O
,50,CD,O
,-RRB-,-RRB-,O
,were,VBD,O
,taking,VBG,O
,isoniazid,JJ,O
,-EOS-,eos,O
Sentence: 4202,median,JJ,O
,follow-up,NN,O
,was,VBD,O
,5.7,JJ,O
,-LRB-,-LRB-,O
,interquartile,NN,O
,range,NN,O
,2.0,CD,O
,to,TO,O
,9.7,CD,O
,-RRB-,-RRB-,O
,months,NNS,O
,-EOS-,eos,O
Sentence: 4203,mortality,NNP,OTC
,was,VBD,O
,lower,JJR,O
,in,IN,O
,the,DT,O
,isoniazid,JJ,O
,group,NN,O
,than,IN,O
,in,IN,O
,the,DT,O
,placebo,NN,O
,group,NN,O
,-LRB-,-LRB-,O
,11,CD,O
,-LRB-,-LRB-,O
,8,CD,O
,-RRB-,-RRB-,O
,versus,IN,O
,21,CD,O
,-LRB-,-LRB-,O
,16,CD,O
,-RRB-,-RRB-,O
,SPECIAL_TERM,NNP,O
,0.46,CD,O
,SPECIAL_TERM,NNP,O
,0.22,CD,O
,to,TO,O
,0.95,CD,O
,P,NNP,O
,=,SYM,O
,0.015,CD,O
,-RRB-,-RRB-,O
,by,IN,O
,SPECIAL_TERM,NNP,O
,-EOS-,eos,O
Sentence: 4204,the,DT,O
,benefit,NN,O
,applied,VBD,O
,across,IN,O
,Centers,NNPS,O
,for,IN,O
,Disease,NNP,O
,Control,NNP,O
,clinical,JJ,O
,categories,NNS,O
,and,CC,O
,in,IN,O
,all,DT,O
,ages,NNS,O
,-EOS-,eos,O
Sentence: 4205,the,DT,O
,reduction,NN,O
,in,IN,O
,mortality,NN,OTC
,was,VBD,O
,similar,JJ,O
,in,IN,O
,children,NNS,O
,on,IN,O
,3,CD,O
,times,NNS,O
,a,DT,O
,week,NN,O
,or,CC,O
,daily,RB,O
,isoniazid,VBD,O
,-EOS-,eos,O
Sentence: 4206,the,DT,OTC
,incidence,NN,OTC
,of,IN,OTC
,tuberculosis,NNP,OTC
,was,VBD,O
,lower,JJR,O
,in,IN,O
,the,DT,O
,isoniazid,JJ,O
,group,NN,O
,-LRB-,-LRB-,O
,5,CD,O
,cases,NNS,O
,3.8,CD,O
,-RRB-,-RRB-,O
,than,IN,O
,in,IN,O
,the,DT,O
,placebo,NN,O
,group,NN,O
,-LRB-,-LRB-,O
,13,CD,O
,cases,NNS,O
,9.9,CD,O
,-RRB-,-RRB-,O
,-LRB-,-LRB-,O
,SPECIAL_TERM,NNP,O
,0.28,CD,O
,0.10,CD,O
,to,TO,O
,0.78,CD,O
,P,NNP,O
,=,SYM,O
,0.005,CD,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 4207,all,DT,O
,cases,NNS,O
,of,IN,O
,tuberculosis,NNP,O
,confirmed,VBN,O
,by,IN,O
,culture,NN,O
,were,VBD,O
,in,IN,O
,children,NNS,O
,in,IN,O
,the,DT,O
,placebo,NN,O
,group,NN,O
,-EOS-,eos,O
Sentence: 4208,prophylaxis,NNS,O
,with,IN,O
,isoniazid,NN,O
,has,VBZ,O
,an,DT,O
,early,JJ,O
,survival,NN,O
,benefit,NN,O
,and,CC,O
,reduces,VBZ,O
,incidence,NN,O
,of,IN,O
,tuberculosis,NNP,O
,in,IN,O
,children,NNS,O
,with,IN,O
,HIV,NNP,O
,-EOS-,eos,O
Sentence: 4209,prophylaxis,NNS,O
,may,MD,O
,offer,VB,O
,an,DT,O
,effective,JJ,O
,public,JJ,O
,health,NN,O
,intervention,NN,O
,to,TO,O
,reduce,VB,O
,mortality,NN,O
,in,IN,O
,such,JJ,O
,children,NNS,O
,in,IN,O
,settings,NNS,O
,with,IN,O
,a,DT,O
,high,JJ,O
,prevalence,NN,O
,of,IN,O
,tuberculosis,NNP,O
,-EOS-,eos,O
Sentence: 4210,clinical,NNP,O
,Trials,NNP,O
,NCT00330304,NNP,O
,-EOS-,eos,O
Sentence: 4211,resident,VB,O
,in,IN,O
,Cape,NNP,O
,Town,NNP,O
Sentence: 4212,weight,VB,O
,greater,JJR,O
,than,IN,O
,2.5,CD,O
,kg,NN,O
Sentence: 4213,HAART,VB,O
,use,NN,O
,for,IN,O
,not,RB,O
,less,JJR,O
,than,IN,O
,2,CD,O
,months,NNS,O
,but,CC,O
,not,RB,O
,greater,JJR,O
,than,IN,O
,12,CD,O
,months,NNS,O
,with,IN,O
,no,DT,O
,significant,JJ,O
,demonstrated,JJ,O
,toxicity,NN,O
,and,CC,O
,good,JJ,O
,adherence,NN,O
Sentence: 4214,current,JJ,O
,use,NN,O
,of,IN,O
,INH,NNP,O
,prophylaxis,NNS,O
Sentence: 4215,prior,RB,O
,hypersensitivity,RB,O
,to,TO,O
,INH,NNP,O
,prior,JJ,O
,history,NN,O
,of,IN,O
,allergy,NN,O
,to,TO,O
,sulphur,NN,O
,drugs,NNS,O
Sentence: 4216,prior,RB,O
,history,NN,O
,of,IN,O
,allergy,NN,O
,to,TO,O
,sulphur,NN,O
,drugs,NNS,O
Sentence: 4217,severe,JJ,O
,anemia,NN,O
,-LRB-,-LRB-,O
,hemoglobin,NN,O
,less,JJR,O
,than,IN,O
,7,CD,O
,gm/dl,JJ,O
,-RRB-,-RRB-,O
Sentence: 4218,neutropenia,NNP,O
,-LRB-,-LRB-,O
,absoloute,JJ,O
,neutrophil,JJ,O
,count,NN,O
,less,JJR,O
,than,IN,O
,400,CD,O
,cells,NNS,O
,-RRB-,-RRB-,O
Sentence: 4219,thrombocytopenia,NNP,O
,-LRB-,-LRB-,O
,platelet,JJ,O
,count,NN,O
,less,JJR,O
,than,IN,O
,50,CD,O
,000/uL,CD,O
,-RRB-,-RRB-,O
Sentence: 4220,exposure,VB,O
,to,TO,O
,household,NN,O
,TB,NN,O
,contact,NN,O
,requiring,VBG,O
,INH,NNP,O
,prophylaxis,NNS,O
Sentence: 4221,isoniazid,VBN,O
,10mg/kg,JJ,O
,orally,NN,O
,daily,RB,O
,for,IN,O
,study,NN,O
,period,NN,O
Sentence: 4222,cotrimoxazole,NNP,O
,given,VBN,O
,3,CD,O
,times,NNS,O
,a,DT,O
,week,NN,O
,or,CC,O
,daily,RB,O
,orally,RB,O
,for,IN,O
,study,NN,O
,period,NN,O
Sentence: 4223,isoniazid,JJ,O
,10mg/kg,JJ,O
,daily,NN,O
,for,IN,O
,study,NN,O
,period,NN,O
Sentence: 4224,placebo,NNP,O
,tablet,NNP,O
,identicle,VBP,O
,in,IN,O
,appearance,NN,O
,to,TO,O
,intervention,NN,O
,isoniazid,JJ,O
,table,NN,O
Sentence: 4225,jan,NNP,O
,2003,CD,O
,to,TO,O
,July,NNP,O
,2011,CD,O
Sentence: 4226,jan,NNP,O
,2003,CD,O
,to,TO,O
,July,NNP,O
,2011,CD,O
Sentence: 4227,jan,NNP,O
,2003,CD,O
,to,TO,O
,July,NNP,O
,2011,CD,O
Sentence: 4228,jan,NNP,O
,2003,CD,O
,to,TO,O
,July,NNP,O
,2011,CD,O
Sentence: 4229,jan,NNP,O
,2003,CD,O
,to,TO,O
,July,NNP,O
,2011,CD,O
Sentence: 4230,jan,NNP,O
,2003,CD,O
,to,TO,O
,July,NNP,O
,2011,CD,O
Sentence #,Word,POS,Tag
Sentence: 4231,2,CD,O
,decision,NN,O
,aids,NNS,O
,for,IN,O
,mode,NN,O
,of,IN,O
,delivery,NN,O
,among,IN,O
,women,NNS,O
,with,IN,O
,previous,JJ,O
,caesarean,NN,O
,section,NN,O
,randomised,VBD,O
,controlled,VBN,O
,trial,NN,O
,-EOS-,eos,O
Sentence: 4232,department,none,O
,of,none,O
,Community,none,O
,Based,none,O
,Medicine,none,O
,University,none,O
,of,none,O
,Bristol,none,O
,Bristol,none,O
,BS8,none,O
,2AA,none,O
,-EOS-,eos,O
Sentence: 4233,to,TO,O
,determine,VB,O
,the,DT,O
,effects,NNS,O
,of,IN,O
,2,CD,O
,computer,NN,O
,based,VBN,O
,decision,NN,O
,aids,NNS,O
,on,IN,O
,decisional,JJ,O
,conflict,NN,O
,and,CC,O
,mode,NN,O
,of,IN,O
,delivery,NN,O
,among,IN,O
,pregnant,JJ,O
,women,NNS,O
,with,IN,O
,a,DT,O
,previous,JJ,O
,caesarean,NN,O
,section,NN,O
,-EOS-,eos,O
Sentence: 4234,randomised,JJ,O
,trial,NN,O
,conducted,VBN,O
,from,IN,O
,May,NNP,O
,2004,CD,O
,to,TO,O
,August,NNP,O
,2006,CD,O
,-EOS-,eos,O
Sentence: 4235,4,CD,O
,maternity,JJ,O
,units,NNS,O
,in,IN,O
,south,RB,O
,west,RB,O
,England,NNP,O
,and,CC,O
,Scotland,NNP,O
,-EOS-,eos,O
Sentence: 4236,742,JJ,O
,pregnant,JJ,O
,women,NNS,O
,with,IN,O
,1,CD,O
,previous,JJ,O
,lower,JJR,O
,segment,NN,O
,caesarean,NN,O
,section,NN,O
,and,CC,O
,delivery,NN,O
,expected,VBN,O
,at,IN,O
,greater,JJR,O
,than,IN,O
,or,CC,O
,=,IN,O
,37,CD,O
,weeks,NNS,O
,-EOS-,eos,O
Sentence: 4237,non-english,NNP,O
,speakers,NNS,O
,were,VBD,O
,excluded,VBN,O
,-EOS-,eos,O
Sentence: 4238,usual,JJ,O
,care,NN,O
,standard,JJ,O
,care,NN,O
,given,VBN,O
,by,IN,O
,obstetric,JJ,O
,and,CC,O
,midwifery,JJ,O
,staff,NN,O
,-EOS-,eos,O
Sentence: 4239,information,NNP,O
,program,NN,O
,women,NNS,O
,navigated,VBN,O
,through,IN,O
,descriptions,NNS,O
,and,CC,O
,probabilities,NNS,O
,of,IN,O
,clinical,JJ,O
,outcomes,NNS,O
,for,IN,O
,mother,NN,O
,and,CC,O
,baby,NN,O
,associated,VBN,O
,with,IN,O
,planned,JJ,O
,vaginal,JJ,O
,birth,NN,O
,elective,JJ,O
,caesarean,NN,O
,section,NN,O
,and,CC,O
,emergency,NN,O
,caesarean,NN,O
,section,NN,O
,-EOS-,eos,O
Sentence: 4240,decision,NN,O
,analysis,NN,O
,mode,NN,O
,of,IN,O
,delivery,NN,O
,was,VBD,O
,recommended,VBN,O
,based,VBN,O
,on,IN,O
,utility,NN,O
,assessments,NNS,O
,performed,VBN,O
,by,IN,O
,the,DT,O
,woman,NN,O
,combined,VBN,O
,with,IN,O
,probabilities,NNS,O
,of,IN,O
,clinical,JJ,O
,outcomes,NNS,O
,within,IN,O
,a,DT,O
,concealed,JJ,O
,decision,NN,O
,tree,NN,O
,-EOS-,eos,O
Sentence: 4241,both,DT,O
,interventions,NNS,O
,were,VBD,O
,delivered,VBN,O
,via,IN,O
,a,DT,O
,laptop,JJ,O
,computer,NN,O
,after,IN,O
,brief,JJ,O
,instructions,NNS,O
,from,IN,O
,a,DT,O
,researcher,NN,O
,-EOS-,eos,O
Sentence: 4242,total,NNP,O
,score,VBP,O
,on,IN,O
,decisional,JJ,O
,conflict,NN,O
,scale,NN,O
,and,CC,O
,mode,NN,O
,of,IN,O
,delivery,NN,O
,-EOS-,eos,O
Sentence: 4243,women,NNP,O
,in,IN,O
,the,DT,O
,information,NN,O
,program,NN,O
,-LRB-,-LRB-,O
,adjusted,VBN,O
,difference,NN,O
,-6.2,CD,O
,SPECIAL_TERM,NNP,O
,-8.7,CD,O
,to,TO,O
,-3.7,CD,O
,-RRB-,-RRB-,O
,and,CC,O
,the,DT,O
,decision,NN,O
,analysis,NN,O
,-LRB-,-LRB-,O
,-4.0,CD,O
,-6.5,CD,O
,to,TO,O
,-1.5,CD,O
,-RRB-,-RRB-,O
,groups,NNS,O
,had,VBD,O
,reduced,VBN,O
,decisional,JJ,OTC
,conflict,NN,OTC
,compared,VBN,O
,with,IN,O
,women,NNS,O
,in,IN,O
,the,DT,O
,usual,JJ,O
,care,NN,O
,group,NN,O
,-EOS-,eos,O
Sentence: 4244,the,DT,OTC
,rate,NN,OTC
,of,IN,OTC
,vaginal,JJ,OTC
,birth,NN,OTC
,was,VBD,O
,higher,JJR,O
,for,IN,O
,women,NNS,O
,in,IN,O
,the,DT,O
,decision,NN,O
,analysis,NN,O
,group,NN,O
,compared,VBN,O
,with,IN,O
,the,DT,O
,usual,JJ,O
,care,NN,O
,group,NN,O
,-LRB-,-LRB-,O
,37,CD,O
,versus,IN,O
,30,CD,O
,adjusted,VBN,O
,SPECIAL_TERM,NNP,O
,1.42,CD,O
,0.94,CD,O
,to,TO,O
,2.14,CD,O
,-RRB-,-RRB-,O
,but,CC,O
,the,DT,O
,rates,NNS,O
,were,VBD,O
,similar,JJ,O
,in,IN,O
,the,DT,O
,information,NN,O
,program,NN,O
,and,CC,O
,usual,JJ,O
,care,NN,O
,groups,NNS,O
,-EOS-,eos,O
Sentence: 4245,decision,NN,O
,aids,NNS,O
,can,MD,O
,help,VB,O
,women,NNS,O
,who,WP,O
,have,VBP,O
,had,VBN,O
,a,DT,O
,previous,JJ,O
,caesarean,NN,O
,section,NN,O
,to,TO,O
,decide,VB,O
,on,IN,O
,mode,NN,O
,of,IN,O
,delivery,NN,O
,in,IN,O
,a,DT,O
,subsequent,JJ,O
,pregnancy,NN,O
,-EOS-,eos,O
Sentence: 4246,the,DT,O
,decision,NN,O
,analysis,NN,O
,approach,NN,O
,might,MD,O
,substantially,RB,O
,affect,VB,O
,national,JJ,O
,rates,NNS,O
,of,IN,O
,caesarean,NN,O
,section,NN,O
,-EOS-,eos,O
Sentence: 4247,trial,NNP,O
,Registration,NNP,O
,Current,NNP,O
,Controlled,NNP,O
,Trials,NNP,O
,ISRCTN84367722,NNP,O
,-EOS-,eos,O
Sentence #,Word,POS,Tag
Sentence: 4248,routine,JJ,O
,care,NN,O
,of,IN,O
,peripheral,JJ,O
,intravenous,JJ,O
,catheters,NNS,O
,versus,IN,O
,clinically,JJ,O
,indicated,JJ,O
,replacement,NN,O
,randomised,NN,O
,controlled,VBN,O
,trial,NN,O
,-EOS-,eos,O
Sentence: 4249,centre,none,O
,for,none,O
,Clinical,none,O
,Nursing,none,O
,Royal,none,O
,Brisbane,none,O
,and,none,O
,Women,none,O
,'s,none,O
,Hospital,none,O
,Herston,none,O
,Qld,none,O
,4029,none,O
,Australia,none,O
,-EOS-,eos,O
Sentence: 4250,to,TO,O
,compare,VB,O
,routine,JJ,O
,replacement,NN,O
,of,IN,O
,intravenous,JJ,O
,peripheral,JJ,O
,catheters,NNS,O
,with,IN,O
,replacement,NN,O
,only,RB,O
,when,WRB,O
,clinically,NNP,O
,indicated,VBD,O
,-EOS-,eos,O
Sentence: 4251,randomised,NNP,O
,controlled,VBD,O
,trial,NN,O
,-EOS-,eos,O
Sentence: 4252,tertiary,JJ,O
,hospital,NN,O
,in,IN,O
,Australia,NNP,O
,-EOS-,eos,O
Sentence: 4253,755,CD,O
,medical,JJ,O
,and,CC,O
,surgical,JJ,O
,patients,NNS,O
,379,NNP,O
,allocated,VBN,O
,to,TO,O
,catheter,NN,O
,replacement,NN,O
,only,RB,O
,when,WRB,O
,clinically,NNP,O
,indicated,VBD,O
,and,CC,O
,376,RB,O
,allocated,VBN,O
,to,TO,O
,routine,JJ,O
,care,NN,O
,of,IN,O
,catheter,NN,O
,-LRB-,-LRB-,O
,control,NN,O
,group,NN,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 4254,a,DT,O
,composite,JJ,O
,measure,NN,O
,of,IN,O
,catheter,NN,OTC
,failure,NN,OTC
,resulting,VBG,OTC
,from,IN,OTC
,phlebitis,NNS,OTC
,or,CC,OTC
,infiltration,NN,OTC
,-EOS-,eos,O
Sentence: 4255,catheters,NNS,OTC
,were,VBD,OTC
,removed,VBN,OTC
,because,RB,O
,of,IN,O
,phlebitis,NNS,O
,or,CC,O
,infiltration,VBN,O
,from,IN,O
,123,CD,O
,of,IN,O
,376,CD,O
,-LRB-,-LRB-,O
,33,CD,O
,-RRB-,-RRB-,O
,patients,NNS,O
,in,IN,O
,the,DT,O
,control,NN,O
,group,NN,O
,compared,VBN,O
,with,IN,O
,143,CD,O
,of,IN,O
,379,CD,O
,-LRB-,-LRB-,O
,38,CD,O
,-RRB-,-RRB-,O
,patients,NNS,O
,in,IN,O
,the,DT,O
,intervention,NN,O
,group,NN,O
,the,DT,O
,difference,NN,O
,was,VBD,O
,not,RB,O
,significant,JJ,O
,-LRB-,-LRB-,O
,SPECIAL_TERM,NNP,O
,1.15,CD,O
,SPECIAL_TERM,NNP,O
,0.95,CD,O
,to,TO,O
,1.40,CD,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 4256,when,WRB,O
,the,DT,O
,analysis,NN,O
,was,VBD,O
,based,VBN,O
,on,IN,O
,failure,NN,O
,per,IN,O
,1000,CD,O
,device,NN,O
,days,NNS,O
,-LRB-,-LRB-,O
,number,NN,O
,of,IN,O
,failures,NNS,O
,divided,VBN,O
,by,IN,O
,number,NN,O
,of,IN,O
,days,NNS,O
,catheterised,VBD,O
,divided,VBN,O
,by,IN,O
,1000,CD,O
,-RRB-,-RRB-,O
,no,DT,O
,difference,NN,O
,could,MD,O
,be,VB,O
,detected,VBN,O
,between,IN,O
,the,DT,O
,groups,NNS,O
,-LRB-,-LRB-,O
,SPECIAL_TERM,NNP,O
,0.98,CD,O
,0.78,CD,O
,to,TO,O
,1.24,CD,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 4257,infusion,JJ,OTC
,related,VBN,OTC
,costs,NNS,OTC
,were,VBD,O
,higher,JJR,O
,in,IN,O
,the,DT,O
,control,NN,O
,group,NN,O
,-LRB-,-LRB-,O
,mean,VB,O
,$,$,O
,A41,CD,O
,.02,CD,O
,pound19,CD,O
,.71,CD,O
,euro24,CD,O
,.80,CD,O
,$,$,O
,38.55,CD,O
,-RRB-,-RRB-,O
,than,IN,O
,intervention,NN,O
,group,NN,O
,-LRB-,-LRB-,O
,$,$,O
,A36,CD,O
,.40,CD,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 4258,the,DT,OTC
,rate,NN,OTC
,of,IN,OTC
,phlebitis,NNS,OTC
,in,IN,O
,both,DT,O
,groups,NNS,O
,was,VBD,O
,low,JJ,O
,-LRB-,-LRB-,O
,4,CD,O
,in,IN,O
,intervention,NN,O
,group,NN,O
,3,CD,O
,in,IN,O
,control,NN,O
,group,NN,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 4259,replacing,VBG,O
,peripheral,JJ,O
,intravenous,JJ,O
,catheters,NNS,O
,when,WRB,O
,clinically,NNP,O
,indicated,VBD,O
,has,VBZ,O
,no,DT,O
,effect,NN,O
,on,IN,O
,the,DT,O
,incidence,NN,O
,of,IN,O
,failure,NN,O
,based,VBN,O
,on,IN,O
,a,DT,O
,composite,JJ,O
,measure,NN,O
,of,IN,O
,phlebitis,NNS,O
,or,CC,O
,infiltration,NN,O
,-EOS-,eos,O
Sentence: 4260,larger,NNP,O
,trials,NNS,O
,are,VBP,O
,needed,VBN,O
,to,TO,O
,test,VB,O
,this,DT,O
,finding,NN,O
,using,VBG,O
,phlebitis,NNS,O
,alone,RB,O
,as,IN,O
,a,DT,O
,more,JJR,O
,clinically,RB,O
,meaningful,JJ,O
,outcome,NN,O
,-EOS-,eos,O
Sentence #,Word,POS,Tag
Sentence: 4261,randomised,JJ,O
,controlled,JJ,O
,trial,NN,O
,of,IN,O
,acute,JJ,O
,mental,JJ,O
,health,NN,O
,care,NN,O
,by,IN,O
,a,DT,O
,crisis,NN,O
,resolution,NN,O
,team,NN,O
,the,DT,O
,north,NN,O
,Islington,JJ,O
,crisis,NN,O
,study,NN,O
,-EOS-,eos,O
Sentence: 4262,department,none,O
,of,none,O
,Mental,none,O
,Health,none,O
,Sciences,none,O
,Royal,none,O
,Free,none,O
,and,none,O
,University,none,O
,College,none,O
,Medical,none,O
,Schools,none,O
,University,none,O
,College,none,O
,London,none,O
,London,none,O
,W1W,none,O
,7EY,none,O
,-EOS-,eos,O
Sentence: 4263,to,TO,O
,evaluate,VB,O
,the,DT,O
,effectiveness,NN,O
,of,IN,O
,a,DT,O
,crisis,NN,O
,resolution,NN,O
,team,NN,O
,-EOS-,eos,O
Sentence: 4264,randomised,NNP,O
,controlled,VBD,O
,trial,NN,O
,-EOS-,eos,O
Sentence: 4265,260,CD,O
,residents,NNS,O
,of,IN,O
,the,DT,O
,inner,JJ,O
,London,NNP,O
,Borough,NNP,O
,of,IN,O
,Islington,NNP,O
,who,WP,O
,were,VBD,O
,experiencing,VBG,O
,crises,NNS,O
,severe,JJ,O
,enough,RB,O
,for,IN,O
,hospital,NN,O
,admission,NN,O
,to,TO,O
,be,VB,O
,considered,VBN,O
,-EOS-,eos,O
Sentence: 4266,acute,NNP,O
,care,VBP,O
,including,VBG,O
,a,DT,O
,24,CD,O
,hour,NN,O
,crisis,NN,O
,resolution,NN,O
,team,NN,O
,-LRB-,-LRB-,O
,experimental,JJ,O
,group,NN,O
,-RRB-,-RRB-,O
,compared,VBN,O
,with,IN,O
,standard,JJ,O
,care,NN,O
,from,IN,O
,inpatient,JJ,O
,services,NNS,O
,and,CC,O
,community,NN,O
,mental,JJ,O
,health,NN,O
,teams,NNS,O
,-LRB-,-LRB-,O
,control,NN,O
,group,NN,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 4267,hospital,NNP,OTC
,admission,NN,OTC
,and,CC,O
,patients,NNS,OTC
,',POS,OTC
,satisfaction,NN,OTC
,-EOS-,eos,O
Sentence: 4268,patients,NNS,O
,in,IN,O
,the,DT,O
,experimental,JJ,O
,group,NN,O
,were,VBD,O
,less,RBR,O
,likely,JJ,O
,to,TO,O
,be,VB,O
,admitted,VBN,OTC
,to,TO,OTC
,hospital,NN,OTC
,in,IN,O
,the,DT,O
,8,CD,O
,weeks,NNS,O
,after,IN,O
,the,DT,O
,crisis,NN,O
,-LRB-,-LRB-,O
,SPECIAL_TERM,NNP,O
,0.19,CD,O
,SPECIAL_TERM,CD,O
,0.11,JJ,O
,to,TO,O
,0.32,CD,O
,-RRB-,-RRB-,O
,though,IN,O
,compulsory,JJ,OTC
,admission,NN,OTC
,was,VBD,O
,not,RB,O
,significantly,RB,O
,reduced,VBN,O
,-EOS-,eos,O
Sentence: 4269,a,DT,O
,difference,NN,O
,of,IN,O
,1.6,CD,O
,points,NNS,O
,in,IN,O
,the,DT,OTC
,mean,JJ,OTC
,score,NN,OTC
,on,IN,OTC
,the,DT,OTC
,client,NN,OTC
,satisfaction,NN,OTC
,questionnaire,NN,OTC
,-LRB-,-LRB-,OTC
,CSQ,NNP,OTC
,-8,CD,OTC
,-RRB-,-RRB-,OTC
,was,VBD,O
,not,RB,O
,quite,RB,O
,significant,JJ,O
,-LRB-,-LRB-,O
,P,NNP,O
,=,NNP,O
,0.07,NNP,O
,-RRB-,-RRB-,O
,although,IN,O
,it,PRP,O
,became,VBD,O
,so,RB,O
,after,IN,O
,adjustment,NN,O
,for,IN,O
,baseline,NN,O
,characteristics,NNS,O
,-LRB-,-LRB-,O
,P,NNP,O
,=,CD,O
,0.002,CD,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 4270,crisis,JJ,O
,resolution,NN,O
,teams,NNS,O
,can,MD,O
,reduce,VB,O
,hospital,NN,OTC
,admissions,NNS,OTC
,in,IN,O
,mental,JJ,O
,health,NN,O
,crises,NNS,O
,-EOS-,eos,O
Sentence: 4271,they,PRP,O
,may,MD,O
,also,RB,O
,increase,VB,OTC
,satisfaction,NN,OTC
,in,IN,O
,patients,NNS,O
,but,CC,O
,this,DT,O
